1.64782;3.29776
1.64761;3.2653
1.64801;3.88146
1.64794;3.26488
1.64852;3.26422
1.64731;3.49777
1.6473;3.26374
1.64719;3.26209
1.64849;3.26417
1.64736;3.26392
1.64842;3.27674
1.64901;3.26168
1.64998;3.26131
1.64963;3.27437
1.64839;3.26747
1.64698;3.2647
1.64831;3.26325
1.64613;3.26398
1.64842;3.2634
1.64533;3.26408
1.64746;3.26308
1.64773;3.2634
1.6477;3.26259
1.64767;3.26332
1.648;3.26444
1.64493;3.26508
1.64749;3.26524
1.64866;3.26328
1.64752;3.2641
1.64824;3.26362
1.64789;3.27033
1.64797;3.47561
1.64828;3.26338
1.65053;3.26443
1.64841;3.26538
1.64697;3.26642
1.64721;3.26499
1.64916;3.26401
1.64713;3.26467
1.64859;3.26566
1.64883;3.2637
1.64763;3.26417
1.64745;3.26449
1.64849;3.2647
1.64887;3.26448
1.64758;3.26455
1.64751;3.26381
1.64769;3.26565
1.64755;3.26527
1.64749;3.26513
