6.59033;13.0667
6.59019;13.0615
6.58312;13.0578
6.58122;13.062
6.78965;13.0534
6.58687;13.0516
6.58808;13.0517
6.5889;13.0726
6.59749;13.0552
6.60023;13.0763
6.60102;13.1035
6.59705;13.0733
6.58946;13.083
6.59241;13.0844
6.58635;13.1186
6.58704;13.0507
6.58551;13.0501
6.58436;13.0538
6.59;13.0659
6.58414;13.0542
6.58143;13.171
6.58387;13.0507
6.58742;13.1007
6.58765;13.0519
6.58873;13.0555
6.59197;13.0544
6.58913;13.1039
6.5859;13.0538
6.58971;13.0566
6.58645;13.0525
6.59169;13.0565
6.59069;13.078
6.58841;13.0581
6.59015;13.0568
6.58779;13.0532
6.59018;13.1156
6.58898;13.0528
6.59505;13.0565
6.58849;13.0545
6.58591;13.0552
6.59246;13.054
6.59149;13.0561
6.58551;13.054
6.58907;13.0574
6.59102;13.0523
6.58923;13.0541
6.5923;13.9024
6.58767;13.0509
6.58494;13.0505
6.58596;13.0606
