0.267367;0.409466
0.263716;0.411782
0.205499;0.407488
0.205665;0.407488
0.278403;0.407917
0.265869;0.41212
0.268569;0.411951
0.205708;0.407909
0.263752;0.411833
0.278498;0.407686
0.204496;0.412124
0.205706;0.407806
0.206087;0.407663
0.204606;0.412203
0.205583;0.408597
0.264126;0.411987
0.204634;0.411958
0.2045;0.41185
0.205661;0.408628
0.20576;0.407826
0.205688;0.407625
0.205492;0.407628
0.205555;0.407819
0.205551;0.407739
0.20455;0.412075
0.205058;0.407771
0.205683;0.407593
0.204557;0.408858
0.205914;0.407615
0.204397;0.409865
0.20455;0.411987
0.277119;0.408016
0.281976;0.409118
0.206021;0.407956
0.205601;0.407693
0.265873;0.411874
0.277639;0.407506
0.205851;0.407733
0.276895;0.407558
0.276856;0.407886
0.275723;0.412208
0.276336;0.407769
0.278212;0.41178
0.273838;0.412004
0.205431;0.407714
0.205634;0.407635
0.20431;0.417868
0.270154;0.412263
0.265483;0.409468
0.227802;0.457815
