Original Multiply-shift: 33.7847
Original Multiply-shift: 15.8353
Original Multiply-shift: 15.8516
Original Multiply-shift: 15.9272
Original Multiply-shift: 15.9429
Original Multiply-shift: 15.828
Original Multiply-shift: 15.8627
Original Multiply-shift: 16.0005
Original Multiply-shift: 15.9006
Original Multiply-shift: 15.8264
Original Multiply-shift: 15.8796
Original Multiply-shift: 15.9208
Original Multiply-shift: 15.8836
Original Multiply-shift: 15.8278
Original Multiply-shift: 15.8964
Original Multiply-shift: 16.0873
Original Multiply-shift: 15.869
Original Multiply-shift: 15.8262
Original Multiply-shift: 15.9143
Original Multiply-shift: 15.9215
Original Multiply-shift: 15.8499
Original Multiply-shift: 15.8298
Original Multiply-shift: 15.9211
Original Multiply-shift: 15.9213
Original Multiply-shift: 15.844
Simd Multiply-shift: 4.07719
Simd Multiply-shift: 3.27123
Simd Multiply-shift: 3.27081
Simd Multiply-shift: 3.27106
Simd Multiply-shift: 3.27108
Simd Multiply-shift: 3.27093
Simd Multiply-shift: 3.27156
Simd Multiply-shift: 3.35912
Simd Multiply-shift: 3.27225
Simd Multiply-shift: 3.27157
Simd Multiply-shift: 3.2709
Simd Multiply-shift: 3.27152
Simd Multiply-shift: 3.27135
Simd Multiply-shift: 3.27174
Simd Multiply-shift: 3.27163
Simd Multiply-shift: 3.27198
Simd Multiply-shift: 3.27192
Simd Multiply-shift: 3.32963
Simd Multiply-shift: 3.28617
Simd Multiply-shift: 3.27181
Simd Multiply-shift: 3.27152
Simd Multiply-shift: 3.29185
Simd Multiply-shift: 3.28569
Simd Multiply-shift: 3.27166
Simd Multiply-shift: 3.27166
