Original Multiply-shift: 0.19324
Original Multiply-shift: 0.157842
Original Multiply-shift: 0.194497
Original Multiply-shift: 0.101858
Original Multiply-shift: 0.288664
Original Multiply-shift: 0.10172
Original Multiply-shift: 0.10174
Original Multiply-shift: 0.101846
Original Multiply-shift: 0.476289
Original Multiply-shift: 0.101686
Original Multiply-shift: 0.101684
Original Multiply-shift: 0.101708
Original Multiply-shift: 0.101684
Original Multiply-shift: 0.101671
Original Multiply-shift: 0.101703
Original Multiply-shift: 0.101807
Original Multiply-shift: 0.850467
Original Multiply-shift: 0.102008
Original Multiply-shift: 0.101758
Original Multiply-shift: 0.101664
Original Multiply-shift: 0.10173
Original Multiply-shift: 0.101675
Original Multiply-shift: 0.101707
Original Multiply-shift: 0.101693
Original Multiply-shift: 0.101716
Original Multiply-shift: 0.101684
Original Multiply-shift: 0.101718
Original Multiply-shift: 0.10174
Original Multiply-shift: 0.101809
Original Multiply-shift: 0.101842
Original Multiply-shift: 0.101734
Original Multiply-shift: 0.101822
Original Multiply-shift: 1.59844
Original Multiply-shift: 0.10171
Original Multiply-shift: 0.101706
Original Multiply-shift: 0.10167
Original Multiply-shift: 0.102001
Original Multiply-shift: 0.101888
Original Multiply-shift: 0.101686
Original Multiply-shift: 0.10173
Original Multiply-shift: 0.101696
Original Multiply-shift: 0.101691
Original Multiply-shift: 0.101714
Original Multiply-shift: 0.101693
Original Multiply-shift: 0.101646
Original Multiply-shift: 0.101706
Original Multiply-shift: 0.10174
Original Multiply-shift: 0.101733
Original Multiply-shift: 0.101721
Original Multiply-shift: 0.101653
Simd Multiply-shift: 0.05598
Simd Multiply-shift: 0.034936
Simd Multiply-shift: 0.034901
Simd Multiply-shift: 0.034966
Simd Multiply-shift: 0.034955
Simd Multiply-shift: 0.034917
Simd Multiply-shift: 0.034892
Simd Multiply-shift: 0.034907
Simd Multiply-shift: 0.035007
Simd Multiply-shift: 0.034926
Simd Multiply-shift: 0.034926
Simd Multiply-shift: 0.034902
Simd Multiply-shift: 0.034891
Simd Multiply-shift: 0.034917
Simd Multiply-shift: 0.034956
Simd Multiply-shift: 0.034882
Simd Multiply-shift: 0.034912
Simd Multiply-shift: 0.034906
Simd Multiply-shift: 0.034921
Simd Multiply-shift: 0.034875
Simd Multiply-shift: 0.034917
Simd Multiply-shift: 0.035056
Simd Multiply-shift: 0.03492
Simd Multiply-shift: 0.034888
Simd Multiply-shift: 0.034935
Simd Multiply-shift: 0.034897
Simd Multiply-shift: 0.034955
Simd Multiply-shift: 0.034957
Simd Multiply-shift: 0.034897
Simd Multiply-shift: 0.034934
Simd Multiply-shift: 0.034882
Simd Multiply-shift: 0.034915
Simd Multiply-shift: 0.034907
Simd Multiply-shift: 0.034928
Simd Multiply-shift: 0.034901
Simd Multiply-shift: 0.034899
Simd Multiply-shift: 0.034928
Simd Multiply-shift: 0.03492
Simd Multiply-shift: 0.034868
Simd Multiply-shift: 0.034917
Simd Multiply-shift: 0.034919
Simd Multiply-shift: 0.034923
Simd Multiply-shift: 0.034944
Simd Multiply-shift: 0.034926
Simd Multiply-shift: 0.034912
Simd Multiply-shift: 0.034894
Simd Multiply-shift: 0.034921
Simd Multiply-shift: 0.034931
Simd Multiply-shift: 0.034914
Simd Multiply-shift: 0.034896
